spot_v_HF,spot_v_MF,spot_v_LF,HF_ema_diff,MF_ema_diff,LF_ema_diff,LDN,NY,Asia,target,Date,CCY,logret,Predictions,erf_signal,scaled_signal,scaled_signal_erf,strat_returns,strat_returns_sum,strat_returns_erf,strat_returns_sum_erf
-0.238021518986137,0.005917686836306121,0.009454458583820984,-0.3401324559540262,0.2001541162231916,-0.13254586898287085,1.0,0.0,0,0.008049667027722928,2017-03-03 09:00:00,1.0519,-0.0002851575514783849,1.0,0.4621171572600098,,,,,,
-0.2691510373242397,-0.0015623483656512444,0.00462530928811047,-0.3381077014956372,0.1994388130610893,-0.13257578325686692,1.0,0.0,0,0.005206126577261699,2017-03-03 10:00:00,1.0517,-0.0001901502192456703,1.0,0.4621171572600098,,,,,,
0.11074102720716837,0.08536754546835265,0.05816742382583682,-0.2985360982764202,0.1991290572899055,-0.13255132985851195,1.0,0.0,0,0.0038827644783536487,2017-03-03 11:00:00,1.0537,0.0018998770794991797,1.0,0.4621171572600098,,,,,,
0.13333278587085748,0.09480243817362918,0.0639244393842656,-0.2613575549759916,0.19886457530297583,-0.13252105779557255,1.0,0.0,0,0.002931860046892793,2017-03-03 12:00:00,1.0539,0.00018978933440910037,-1.0,-0.4621171572600098,,,,,,
0.47201968232122177,0.17714658111623247,0.11479229435001402,-0.19475920164467148,0.1989819704010544,-0.13243918140201189,0.5,0.5,0,0.0027401160433601804,2017-03-03 13:00:00,1.0558,0.0018012044496248313,1.0,0.4621171572600098,,,,,,
0.6430214638125432,0.22491073885919438,0.14440376630678334,-0.11880208250361957,0.19931935826958,-0.1323273219615068,0.5,0.5,0,0.003781080220740539,2017-03-03 14:00:00,1.0569,0.0010413216257856713,1.0,0.4621171572600098,,,,,,
0.41590942250299445,0.18243083910349644,0.11826534359526711,-0.07410467894454603,0.1994585537113094,-0.13224210338042608,0.5,0.5,0,0.0034023282040927558,2017-03-03 15:00:00,1.0559,-0.0009466112028328476,1.0,0.4621171572600098,,,,,,
0.4654522941705758,0.20014892332782935,0.12930115676623063,-0.029368144293501368,0.19967880625398898,-0.13214576099648506,0.5,0.5,0,0.003122489171815085,2017-03-03 16:00:00,1.0563,0.0003787520166477834,1.0,0.4621171572600098,,,,,,
0.23487303383774316,0.153454251265078,0.10051056349450017,-0.012428047778942323,0.1996820319059004,-0.1320787410775151,0.5,0.5,0,0.0015137183590468064,2017-03-03 17:00:00,1.0552,-0.001041913426011773,1.0,0.4621171572600098,,,,,,
0.41010572711037085,0.19700938182158975,0.12749091211109445,0.020408066230475853,0.1998864699562427,-0.131984390400399,0.0,1.0,0,3.469446951953614e-18,2017-03-03 18:00:00,1.0562,0.0009472388697280497,1.0,0.4621171572600098,,,,,,
0.7798432320802715,0.28762746845783255,0.18366744487944192,0.08665767417218238,0.20050848849709318,-0.13183308494785737,0.0,1.0,0,-0.0011328236838752358,2017-03-03 19:00:00,1.0583,0.0019862858268460053,1.0,0.4621171572600098,,,,,,
1.0355920967727184,0.3565126378223216,0.2265399094264012,0.1711129169992169,0.20144534840146802,-0.1316383831999228,0.0,1.0,0,-0.003113356918319026,2017-03-03 20:00:00,1.0599,0.0015107169335304704,1.0,0.4621171572600098,,,,,,
1.29692775491693,0.4294766107251357,0.2720482625725369,0.2722980707268577,0.20271416457424274,-0.13139764465004097,0.0,1.0,0,-0.0038671996884582817,2017-03-03 21:00:00,1.0616,0.0016026399847885592,1.0,0.4621171572600098,,,,,,
1.3504708328381179,0.45716126248218697,0.2896439050671572,0.36768836626049844,0.2041038481874169,-0.13113925601976534,0.0,1.0,0,-0.0038671996884582817,2017-03-03 22:00:00,1.06225,0.0006120959769230215,1.0,0.4621171572600098,,,,,,
1.2836977814731014,0.45687309079314636,0.28996479740995995,0.4461118619681204,0.20548445412423655,-0.13088077812591925,0.0,0.0,1,-0.004056417995569873,2017-03-03 23:00:00,1.06225,0.0,1.0,0.4621171572600098,,,,,,
1.2151228022686054,0.45444364104597823,0.28895754303050014,0.5094814567242182,0.2068461412425191,-0.13062356017280138,0.0,0.0,1,-0.0034927113431513744,2017-03-06 00:00:00,1.0622,-4.707100662205282e-05,1.0,0.4621171572600098,,,,,,
0.9769985806129063,0.41125976399490727,0.26270804688059174,0.5427477382458202,0.20800064817641592,-0.13039324200877517,0.0,0.0,1,-0.002265220411745702,2017-03-06 01:00:00,1.0612,-0.0009418857247142988,1.0,0.4621171572600098,,,,,,
0.8483804462942464,0.3896671913688812,0.2497576369029301,0.5603743750990112,0.209048924216138,-0.13017629076268644,0.0,0.0,1,-0.0019817870875373546,2017-03-06 02:00:00,1.0607,-0.0004712757521599941,1.0,0.4621171572600098,,,,,,
0.8215585692209059,0.3895985879088715,0.2501012765596805,0.5743199275811669,0.21009105332054914,-0.12995918907564133,0.0,0.0,1,-0.001509719101622991,2017-03-06 03:00:00,1.0607,0.0,1.0,0.4621171572600098,,,,,,
0.7783506215856913,0.38524139241205696,0.2477870056171996,0.5833550695373967,0.21110724930678446,-0.12974463746975878,0.0,0.0,1,-0.0017938918090206514,2017-03-06 04:00:00,1.0606,-9.428180839491512e-05,1.0,0.4621171572600098,,,,,,
